iso2c,iso3c,country,year,gdp_percap,life_expect,population,birth_rate,neonat_mortal_rate,region,income
GB,GBR,United Kingdom,2012,37569.3152811917,80.9048780487805,63700300,12.8,2.8,Europe & Central Asia,High income: OECD
GB,GBR,United Kingdom,2013,39111.2326381563,81.0048780487805,64128226,12.1,2.7,Europe & Central Asia,High income: OECD
GB,GBR,United Kingdom,1991,17745.4522749914,76.0829268292683,57424897,13.8,4.4,Europe & Central Asia,High income: OECD
GB,GBR,United Kingdom,2002,30085.6499151123,78.1439024390244,59370479,11.3,3.6,Europe & Central Asia,High income: OECD
GD,GRD,Grenada,2002,8013.32839432602,70.6907317073171,102100,18.889,7.5,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2012,11252.5568168313,73.0022682926829,105476,19.414,6.5,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1995,5484.78997036166,69.317512195122,100253,22.397,9.3,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1990,4840.28550540453,68.4750243902439,96286,28.415,13.2,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2001,7648.71243333686,70.4679268292683,101849,19.087,7.6,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2000,7649.96963976194,70.2516097560976,101620,19.399,7.7,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1994,5286.30865044944,69.1541951219512,99403,23.35,10.1,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2011,11221.3623353168,72.7934146341464,105070,19.45,6.7,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2007,11347.0239513504,71.844756097561,103587,19.131,7.1,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1993,5093.87208202374,68.9913902439024,98302,24.466,11,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2013,11657.908478185,73.1935609756098,105902,19.334,6.4,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1992,5168.27487301156,68.8256097560976,97201,25.719,11.8,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2014,12470.3895344715,73.3663170731707,106349,19.205,6.2,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2008,11640.4165115578,72.0871463414634,103934,19.267,7,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1999,7355.20886957412,70.0442926829268,101441,19.818,7.8,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1991,5107.30787798576,68.6538048780488,96455,27.061,12.6,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2005,10589.962449332,71.3720975609756,102951,18.868,7.3,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1998,6590.46296992184,69.8474634146341,101302,20.33,7.9,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2003,8922.93665199716,70.9160243902439,102371,18.797,7.5,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2004,9083.55511765802,71.1428048780488,102657,18.797,7.4,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2010,10951.8841081545,72.567512195122,104677,19.439,6.8,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2006,10445.5187785766,71.6059024390244,103259,18.989,7.2,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,2009,10914.8582820379,72.3300731707317,104298,19.376,6.9,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1997,6130.09396109467,69.6616341463415,101125,20.924,8.2,Latin America & Caribbean,Upper middle income
GD,GRD,Grenada,1996,5780.21336768742,69.4863170731707,100796,21.602,8.7,Latin America & Caribbean,Upper middle income
GE,GEO,Georgia,2006,4991.61790909823,73.2121463414634,4136000,13.224,13.7,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1997,2227.53890091842,70.7147317073171,4531600,12.932,23.1,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1994,1557.45939032875,70.0756829268293,4861600,14.571,24.2,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1995,1675.2508754867,70.2327317073171,4734000,13.98,23.9,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1992,2345.68749676321,69.9477317073171,4873500,15.799,24.6,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1998,2344.54674370546,71.003512195122,4487300,12.506,22.4,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1999,2467.86521669245,71.3072195121951,4452500,12.17,21.8,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2000,2590.31856828509,71.6158292682927,4418300,11.955,21,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1996,1945.33533604973,70.4519512195122,4616100,13.429,23.6,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2003,3460.15084738092,72.490243902439,4301000,12.178,17.4,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2004,3813.18931396554,72.7502926829268,4245000,12.486,16.1,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2005,4370.33861335034,72.990243902439,4190000,12.852,14.8,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2001,2796.85579565733,71.9182682926829,4386400,11.889,20,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1993,1684.85970238017,69.9823414634146,4911100,15.185,24.5,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2009,6054.18918025573,73.8154146341463,3978000,13.956,10.8,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2010,6597.5685567345,74.0024390243902,3926000,13.999,10,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1991,4194.6275125058,69.9608292682927,4835900,16.388,24.7,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2011,7315.0908976643,74.1820487804878,3875000,13.947,9.3,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2012,8026.50712956533,74.3527073170732,3825000,13.835,8.7,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2014,9204.31867305886,74.6686341463415,3727000,13.532,7.6,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2013,8543.08041118725,74.5139024390244,3776000,13.693,8.2,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2007,5833.18378248761,73.4210243902439,4082000,13.554,12.6,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2008,6163.75792264895,73.6214390243902,4030000,13.806,11.6,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,2002,3015.44772322732,72.2110731707317,4357000,11.97,18.7,Europe & Central Asia,Lower middle income
GE,GEO,Georgia,1990,5181.45078019479,69.9996097560976,4802000,16.923,24.7,Europe & Central Asia,Lower middle income
GH,GHA,Ghana,2000,1801.41460919715,56.9870975609756,18824994,34.589,36.4,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1991,1312.51950158235,57.1572682926829,15042736,38.449,41.4,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1992,1355.86903685068,57.4367804878049,15471527,37.911,40.7,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1990,1240.69873117891,56.7516341463415,14628260,38.961,42.3,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1999,1739.19388510221,56.9537073170732,18384426,34.776,37.1,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2001,1869.60584116265,57.1476097560976,19293804,34.447,35.7,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2014,4096.58449385328,61.3116341463415,26786598,32.747,29,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1993,1415.58649108086,57.5798048780488,15907244,37.356,40.1,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2006,2433.30607838652,59.1842195121951,21951891,33.805,33.4,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2002,1934.16998590897,57.4204390243902,19788181,34.323,34.9,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2003,2022.45866302055,57.7851707317073,20305396,34.196,34.4,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2005,2277.11342968001,58.7010487804878,21389514,33.92,33.6,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2010,3021.48497625548,60.6099756097561,24317734,33.65,31.9,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2007,2539.98632789139,59.6358536585366,22528041,33.727,33.1,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2008,2754.88375489167,60.0304146341463,23115919,33.689,32.8,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2009,2837.0142410633,60.3554634146342,23713164,33.675,32.4,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2004,2138.09845261832,58.2223658536585,20840493,34.058,33.9,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2011,3430.85738867292,60.808,24928503,33.571,31.2,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2012,3726.64393911061,60.9770243902439,25544565,33.405,30.5,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,2013,3968.05644786553,61.1420731707317,26164432,33.131,29.7,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1995,1506.41530841452,57.5027073170732,16760991,36.264,39.2,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1996,1566.36395721002,57.3407804878049,17169214,35.78,38.7,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1997,1622.29179799744,57.164243902439,17568583,35.366,38.2,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1994,1453.92648529924,57.5948292682927,16339344,36.799,39.6,Sub-Saharan Africa,Lower middle income
GH,GHA,Ghana,1998,1678.7180971025,57.0239268292683,17969006,35.031,37.8,Sub-Saharan Africa,Lower middle income
GI,GIB,Gibraltar,1991,,,26924,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2002,,,27903,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1992,,,27035,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1990,,,26833,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1994,,,27235,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1995,,,27285,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1993,,,27146,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2012,,,31402,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2000,,,27351,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2001,,,27580,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2004,,,28694,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2005,,,29080,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2006,,,29437,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1998,,,27211,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2007,,,29770,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1996,,,27284,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1997,,,27246,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2014,,,31997,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,1999,,,27233,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2011,,,31067,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2010,,,30732,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2013,,,31720,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2008,,,30089,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2003,,,28290,,,Europe & Central Asia,High income
GI,GIB,Gibraltar,2009,,,30407,,,Europe & Central Asia,High income
GL,GRL,Greenland,2005,,69.2207317073171,56935,15.6,,Europe & Central Asia,High income
GL,GRL,Greenland,2000,,66.9634146341463,56200,15.6,,Europe & Central Asia,High income
GL,GRL,Greenland,1993,,65.5853658536585,55200,21.4,,Europe & Central Asia,High income
GL,GRL,Greenland,2002,,68.1626829268293,56609,16.9,,Europe & Central Asia,High income
GL,GRL,Greenland,2004,,68.8068292682927,56911,15.7,,Europe & Central Asia,High income
GL,GRL,Greenland,2008,,70.2134146341463,56328,14.8,,Europe & Central Asia,High income
GL,GRL,Greenland,2006,,69.5192682926829,56774,14.8,,Europe & Central Asia,High income
GL,GRL,Greenland,2007,,69.9826829268293,56555,15.1,,Europe & Central Asia,High income
GL,GRL,Greenland,1996,,65.7673170731707,55900,18.8,,Europe & Central Asia,High income
GL,GRL,Greenland,1990,,65.0682926829268,55600,22.6,,Europe & Central Asia,High income
GL,GRL,Greenland,2001,,67.6078048780488,56350,16.7,,Europe & Central Asia,High income
GL,GRL,Greenland,2014,,,56295,14.3,,Europe & Central Asia,High income
GL,GRL,Greenland,2011,,71.0624390243902,56890,14.4,,Europe & Central Asia,High income
GL,GRL,Greenland,1998,,66.1570731707317,56100,17.5,,Europe & Central Asia,High income
GL,GRL,Greenland,1991,,65.0317073170732,55500,21.5,,Europe & Central Asia,High income
GL,GRL,Greenland,1994,,65.9009756097561,55500,20.5,,Europe & Central Asia,High income
GL,GRL,Greenland,1995,,65.6441463414634,55800,19.7,,Europe & Central Asia,High income
GL,GRL,Greenland,2003,,68.4353658536586,56765,15.5,,Europe & Central Asia,High income
GL,GRL,Greenland,2009,,70.4678048780488,56323,15.9,,Europe & Central Asia,High income
GL,GRL,Greenland,2010,,70.8570731707317,56905,15.3,,Europe & Central Asia,High income
GL,GRL,Greenland,1997,,65.7980487804878,56000,19.6,,Europe & Central Asia,High income
GL,GRL,Greenland,1999,,66.4034146341464,56100,16.8,,Europe & Central Asia,High income
GL,GRL,Greenland,2013,,,56483,14.5,,Europe & Central Asia,High income
GL,GRL,Greenland,1992,,65.1960975609756,55300,22.4,,Europe & Central Asia,High income
GL,GRL,Greenland,2012,,71.3092682926829,56810,13.9,,Europe & Central Asia,High income
GM,GMB,"Gambia, The",2007,1432.97532680898,58.5694390243902,1536424,43.828,35.3,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2012,1599.1796159408,59.7781463414634,1807108,42.85,32.1,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1998,1127.79287766552,54.6337073170732,1159001,45.678,43.3,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1991,1008.62150058169,52.4739756097561,949490,47.221,49.8,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1992,1033.58190293058,52.7114390243902,979701,46.987,48.5,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2004,1392.26687054785,57.4870975609756,1394727,44.421,38.4,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1997,1108.77533451474,54.2104878048781,1126786,45.886,44.1,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2005,1378.25845771719,57.8920975609756,1440542,44.208,37.3,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2003,1307.37336655814,57.042243902439,1350345,44.638,39.1,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1990,980.460959631056,52.214,916811,47.469,50.7,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1996,1068.54468103731,53.8280243902439,1095839,46.1,44.8,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2008,1495.87586623572,58.8530731707317,1586749,43.661,34.6,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2014,1636.45357097406,60.2284390243902,1928201,42.138,30.7,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2002,1238.55190814164,56.567512195122,1307674,44.852,39.9,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1999,1183.69340141779,55.0916097560976,1192920,45.473,42.5,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2000,1239.8559600801,55.5760731707317,1228863,45.269,41.7,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2001,1301.17138581815,56.0734146341463,1267103,45.063,40.6,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1993,1059.13334515164,52.9488536585366,1008296,46.76,47.5,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2009,1553.39443887282,59.1077804878049,1638899,43.5,33.9,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2010,1621.43160048143,59.3406097560976,1693002,43.325,33.2,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2006,1391.00494323071,58.2508292682927,1487731,44.009,36.2,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2013,1648.42768736563,59.9992682926829,1866878,42.525,31.4,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1994,1053.73489439815,53.2027804878049,1036627,46.537,46.7,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",2011,1532.49400351483,59.5605853658537,1749099,43.114,32.7,Sub-Saharan Africa,Low income
GM,GMB,"Gambia, The",1995,1055.54805209641,53.4908048780488,1065746,46.317,45.7,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1996,784.631634623595,51.6978048780488,8124799,44.419,57.7,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1998,840.863357048911,51.4751707317073,8497582,43.595,54,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1990,727.271403011978,49.9188536585366,6034082,46.505,62.9,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1997,818.60065537565,51.6093414634146,8331366,44.008,56.2,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1993,738.650534129817,51.3555365853659,7155564,45.58,59.8,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1995,762.210614177916,51.6996829268293,7863033,44.822,58.7,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1991,730.785162093326,50.5273414634146,6367110,46.232,61.6,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1992,727.95677479639,51.0040975609756,6751394,45.922,60.5,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1999,870.927081624771,51.3356341463415,8647336,43.183,51.1,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2000,897.286629056196,51.2429024390244,8799165,42.777,48.3,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2010,1147.08498591832,56.3050487804878,11012406,38.68,34.6,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2011,1183.85584627942,57.0005365853659,11316351,38.241,33.9,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2014,1225.74405766009,58.7334390243902,12275527,36.875,31.8,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2003,994.469033762508,51.6351463414634,9281572,41.575,43.3,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2004,1025.48486284338,52.0410731707317,9464771,41.173,42.1,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2006,1101.31151794992,53.254756097561,9898301,40.36,39.4,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2007,1121.6853850347,53.9994878048781,10152521,39.948,37.7,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2008,1168.5191040596,54.7775853658537,10427356,39.531,36.4,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2009,1142.4936358267,55.5561463414634,10715770,39.109,35.3,Sub-Saharan Africa,Low income
GN,GIN,Guinea,1994,744.686412341467,51.5875853658537,7536389,45.211,59.3,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2002,980.677488981507,51.3724146341463,9114287,41.976,44.5,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2013,1233.98142007131,58.216487804878,11948726,37.337,32.6,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2001,934.675231426864,51.2461951219512,8955756,42.375,46.1,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2005,1067.17689414582,52.5866097560976,9669023,40.768,40.9,Sub-Saharan Africa,Low income
GN,GIN,Guinea,2012,1219.54715182902,57.6376341463415,11628767,37.793,33.2,Sub-Saharan Africa,Low income
GQ,GNQ,Equatorial Guinea,2003,19701.1683729375,52.9896829268293,586772,37.941,42.6,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2013,35432.2691192544,57.2908292682927,797082,35.362,34.4,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1995,1314.95386724462,50.3548780487805,448332,42.892,47.6,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2008,41267.1336663916,54.9863170731707,686223,36.77,37.8,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1994,1134.67871939037,49.9253658536585,433197,43.712,48.1,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2011,36754.8104741979,56.4468292682927,750918,36.007,35.7,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2012,38416.1635186061,56.8902682926829,773729,35.695,35.1,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2000,9242.91534721267,52.1086341463415,530896,39.303,44.8,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2010,36389.8480611381,55.971,728710,36.293,36.4,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2001,14935.6854873307,52.3968048780488,549007,38.768,44,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2014,34870.5798687516,57.6470487804878,820885,35.007,33.7,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1999,7906.1964356616,51.8089024390244,513347,39.923,45.3,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2009,38519.9873963727,55.4771951219512,707155,36.546,37.1,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1993,985.954962361646,49.4835609756098,418409,44.549,48.9,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1991,674.531167316719,48.6059512195122,390381,46.095,49.8,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1992,898.100141225097,49.0414390243903,404081,45.361,49.4,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1998,6409.16432358718,51.4881951219512,496330,40.612,45.7,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2004,27039.6115080216,53.3157804878049,606201,37.635,41.8,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1996,2155.84702711886,50.7616341463415,463844,42.106,47,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1997,5298.58822500956,51.1395853658537,479836,41.346,46.2,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2007,37954.1792785089,54.5163170731707,665798,36.973,38.6,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2005,31560.3426759465,53.6745853658537,625866,37.384,40.8,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2002,17521.0773924362,52.6863414634146,567664,38.317,43.3,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,1990,682.29717372519,48.1895365853659,377363,46.67,50.6,Sub-Saharan Africa,High income
GQ,GNQ,Equatorial Guinea,2006,33959.2066493964,54.0765853658537,645718,37.171,39.7,Sub-Saharan Africa,High income
GR,GRC,Greece,1993,14277.8681965917,77.390243902439,10460415,9.7,8.4,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2012,25980.0865157009,80.6341463414634,11045011,9.1,3,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2000,19285.4421517901,77.8878048780488,10805808,9.6,5.6,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1999,18265.3884799899,77.9878048780488,10761698,9.4,6.1,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2005,25396.2339652287,79.2390243902439,10987314,9.8,3.6,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2006,28272.6942184129,79.4390243902439,11020362,10.2,3.4,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1996,16035.5683696808,77.6853658536585,10608800,9.5,7.5,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1990,13250.8674835483,76.9390243902439,10196792,10,9.5,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1998,17631.4847993012,77.8390243902439,10720509,9.4,6.6,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2009,30652.2120897201,80.1878048780488,11107017,10.6,3.1,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2013,26753.1265074318,81.2853658536585,10965211,8.6,3,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1997,17059.3194127345,78.1365853658537,10661259,9.6,7.1,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2004,25425.6007267355,79.0390243902439,10955141,9.6,3.9,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1991,13947.9551787292,77.1365853658537,10319927,9.9,9,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1992,14256.4214308596,77.3829268292683,10399061,10,8.6,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2014,26794.7487486664,81.2853658536585,10892413,8.5,3,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1994,14799.0759402376,77.6390243902439,10512922,9.9,8.1,Europe & Central Asia,High income: OECD
GR,GRC,Greece,1995,15353.0604104553,77.5853658536585,10562153,9.6,7.8,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2008,31161.5304044574,79.9390243902439,11077841,10.7,3.1,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2010,28981.4183412436,80.3878048780488,11121341,10.3,3,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2011,26626.4600462408,80.7317073170732,11104899,9.6,3,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2003,23806.5340160706,78.8414634146341,10928070,9.6,4.3,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2001,20900.3312093624,78.3878048780488,10862132,9.4,5.1,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2002,22718.5683777359,78.6414634146341,10902022,9.5,4.7,Europe & Central Asia,High income: OECD
GR,GRC,Greece,2007,29305.8223239071,79.4390243902439,11048473,10.1,3.2,Europe & Central Asia,High income: OECD
GT,GTM,Guatemala,1995,4101.74005354716,64.9629756097561,10357354,37.059,24.6,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2000,4796.21111179428,67.7427073170732,11688660,34.748,21,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,1996,4196.84938344102,65.5272195121951,10612300,36.687,23.8,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,1991,3485.55504812739,62.7731219512195,9385000,38.105,28,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,1994,3923.52585931598,64.4065853658537,10106463,37.375,25.4,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2005,5544.96404608461,69.6459756097561,13183505,31.383,17.9,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2006,5885.93489377593,69.8879024390244,13490041,30.71,17.5,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2009,6410.63771207335,70.5475365853659,14418033,29.016,16.2,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,1990,3334.69099912521,62.2384146341464,9158547,38.366,29,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2004,5326.04023580309,69.3669024390244,12877711,32.086,18.5,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,1999,4637.17890745863,67.2151951219512,11408815,35.301,21.6,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2012,6981.50684408022,71.2493902439025,15368759,27.819,14.8,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2001,4899.196858509,68.2274878048781,11976725,34.14,20.3,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,1997,4348.63715363842,66.0959024390244,10871786,36.268,23.1,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,1998,4505.50468232863,66.6615609756098,11136814,35.806,22.4,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2002,5042.34542053038,68.6613658536585,12272208,33.484,19.6,Latin America & Caribbean,Lower middle income
GT,GTM,Guatemala,2003,5146.75625610623,69.0411951219512,12573346,32.794,19.1,Latin America & Caribbean,Lower middle income
